filename-1,filename-2,similarity,title-1,year-1,month-1,day-1,title-2,year-2,month-2,day-2
2023-10-12_3205.txt,2023-12-20_1679.txt,0.441107941,"Israel-Hamas war: List of key events, day 6",2023,10,12,"Israel-Hamas war: List of key events, day 75",2023,12,20
2023-10-21_2952.txt,2023-12-25_1615.txt,0.434862474,"Russia-Ukraine war: List of key events, day 605",2023,10,21,"Israel-Hamas war: List of key events, day 80",2023,12,25
2023-10-12_3205.txt,2023-12-25_1615.txt,0.438420281,"Israel-Hamas war: List of key events, day 6",2023,10,12,"Israel-Hamas war: List of key events, day 80",2023,12,25
2023-10-12_3205.txt,2023-12-21_1667.txt,0.437945697,"Israel-Hamas war: List of key events, day 6",2023,10,12,"Israel-Hamas war: List of key events, day 76",2023,12,21
2023-10-21_2952.txt,2023-12-22_1650.txt,0.433441481,"Russia-Ukraine war: List of key events, day 605",2023,10,21,"Israel-Hamas war: List of key events, day 77",2023,12,22
2023-10-12_3205.txt,2023-12-22_1650.txt,0.436987662,"Israel-Hamas war: List of key events, day 6",2023,10,12,"Israel-Hamas war: List of key events, day 77",2023,12,22
2023-10-21_2952.txt,2023-12-16_1730.txt,0.433063348,"Russia-Ukraine war: List of key events, day 605",2023,10,21,"Israel-Hamas war: List of key events, day 71",2023,12,16
2023-10-12_3205.txt,2023-12-16_1730.txt,0.436606435,"Israel-Hamas war: List of key events, day 6",2023,10,12,"Israel-Hamas war: List of key events, day 71",2023,12,16
2023-10-21_2952.txt,2023-12-11_1819.txt,0.431693849,"Russia-Ukraine war: List of key events, day 605",2023,10,21,"Israel-Hamas war: List of key events, day 66",2023,12,11
2023-10-21_2952.txt,2023-12-23_1638.txt,0.431449103,"Russia-Ukraine war: List of key events, day 605",2023,10,21,"Israel-Hamas war: List of key events, day 78",2023,12,23
2023-10-12_3205.txt,2023-12-23_1638.txt,0.434978984,"Israel-Hamas war: List of key events, day 6",2023,10,12,"Israel-Hamas war: List of key events, day 78",2023,12,23
2023-10-21_2952.txt,2023-12-15_1750.txt,0.412334958,"Russia-Ukraine war: List of key events, day 605",2023,10,21,"Israel-Hamas war: List of key events, day 70",2023,12,15
2023-10-12_3205.txt,2023-12-15_1750.txt,0.415708457,"Israel-Hamas war: List of key events, day 6",2023,10,12,"Israel-Hamas war: List of key events, day 70",2023,12,15
2023-10-21_2952.txt,2023-12-18_1701.txt,0.408000351,"Russia-Ukraine war: List of key events, day 605",2023,10,21,"Israel-Hamas war: List of key events, day 73",2023,12,18
2023-10-12_3205.txt,2023-12-18_1701.txt,0.411338387,"Israel-Hamas war: List of key events, day 6",2023,10,12,"Israel-Hamas war: List of key events, day 73",2023,12,18
2023-10-21_2952.txt,2023-12-12_1802.txt,0.40550976,"Russia-Ukraine war: List of key events, day 605",2023,10,21,"Israel-Hamas war: List of key events, day 67",2023,12,12
2023-10-21_2952.txt,2023-12-27_1589.txt,0.344369456,"Russia-Ukraine war: List of key events, day 605",2023,10,21,"Israel-Hamas war: List of key events, day 82",2023,12,27
2023-10-12_3205.txt,2023-12-27_1589.txt,0.347186898,"Israel-Hamas war: List of key events, day 6",2023,10,12,"Israel-Hamas war: List of key events, day 82",2023,12,27
2023-10-11_3228.txt,2023-12-27_1589.txt,0.443012739,"Israel-Hamas war: List of key events, day 5",2023,10,11,"Israel-Hamas war: List of key events, day 82",2023,12,27
2023-10-21_2952.txt,2023-12-26_1600.txt,0.332281557,"Russia-Ukraine war: List of key events, day 605",2023,10,21,"Israel-Hamas war: List of key events, day 81",2023,12,26
2023-10-12_3205.txt,2023-12-26_1600.txt,0.335000103,"Israel-Hamas war: List of key events, day 6",2023,10,12,"Israel-Hamas war: List of key events, day 81",2023,12,26
2023-10-11_3228.txt,2023-12-26_1600.txt,0.371235309,"Israel-Hamas war: List of key events, day 5",2023,10,11,"Israel-Hamas war: List of key events, day 81",2023,12,26
2023-11-25_2100.txt,2023-12-26_1600.txt,0.300537808,Israel vs Hamas: Battle for narrative supremacy,2023,11,25,"Israel-Hamas war: List of key events, day 81",2023,12,26
2023-12-12_1802.txt,2023-12-31_1544.txt,0.430028729,"Israel-Hamas war: List of key events, day 67",2023,12,12,"Israel-Hamas war: List of key events, day 86",2023,12,31
2023-10-21_2944.txt,2023-12-31_1544.txt,0.434057085,"Israel-Hamas war: List of key events, day 15",2023,10,21,"Israel-Hamas war: List of key events, day 86",2023,12,31
2023-11-24_2124.txt,2023-12-31_1544.txt,0.432628748,"Israel-Hamas war: List of key events, day 49",2023,11,24,"Israel-Hamas war: List of key events, day 86",2023,12,31
2023-12-15_1750.txt,2023-12-31_1544.txt,0.437266609,"Israel-Hamas war: List of key events, day 70",2023,12,15,"Israel-Hamas war: List of key events, day 86",2023,12,31
2023-12-18_1701.txt,2023-12-31_1544.txt,0.432669912,"Israel-Hamas war: List of key events, day 73",2023,12,18,"Israel-Hamas war: List of key events, day 86",2023,12,31
2023-11-17_2269.txt,2023-12-31_1544.txt,0.449038369,"Israel-Hamas war: List of key events, day 42",2023,11,17,"Israel-Hamas war: List of key events, day 86",2023,12,31
2023-10-17_3067.txt,2023-12-31_1544.txt,0.431770152,"Israel-Hamas war: List of key events, day 11",2023,10,17,"Israel-Hamas war: List of key events, day 86",2023,12,31
2023-10-21_2952.txt,2023-12-31_1544.txt,0.315231216,"Russia-Ukraine war: List of key events, day 605",2023,10,21,"Israel-Hamas war: List of key events, day 86",2023,12,31
2023-10-12_3205.txt,2023-12-31_1544.txt,0.317810265,"Israel-Hamas war: List of key events, day 6",2023,10,12,"Israel-Hamas war: List of key events, day 86",2023,12,31
2023-10-11_3228.txt,2023-12-31_1544.txt,0.352186137,"Israel-Hamas war: List of key events, day 5",2023,10,11,"Israel-Hamas war: List of key events, day 86",2023,12,31
2023-12-27_1589.txt,2023-12-31_1544.txt,0.365191603,"Israel-Hamas war: List of key events, day 82",2023,12,27,"Israel-Hamas war: List of key events, day 86",2023,12,31
2023-12-26_1600.txt,2023-12-31_1544.txt,0.352372814,"Israel-Hamas war: List of key events, day 81",2023,12,26,"Israel-Hamas war: List of key events, day 86",2023,12,31
2023-12-28_1576.txt,2023-12-31_1544.txt,0.319792729,"Israel-Hamas war: List of key events, day 83",2023,12,28,"Israel-Hamas war: List of key events, day 86",2023,12,31
2023-12-01_1993.txt,2023-12-28_1576.txt,0.448603216,"Israel-Hamas war: List of key events, day 56",2023,12,1,"Israel-Hamas war: List of key events, day 83",2023,12,28
2023-12-03_1954.txt,2023-12-28_1576.txt,0.448603216,"Israel-Hamas war: List of key events, day 58",2023,12,3,"Israel-Hamas war: List of key events, day 83",2023,12,28
2023-12-09_1850.txt,2023-12-28_1576.txt,0.446170345,"Israel-Hamas war: List of key events, day 64",2023,12,9,"Israel-Hamas war: List of key events, day 83",2023,12,28
2023-12-05_1926.txt,2023-12-28_1576.txt,0.448837685,"Israel-Hamas war: List of key events, day 60",2023,12,5,"Israel-Hamas war: List of key events, day 83",2023,12,28
2023-12-16_1730.txt,2023-12-28_1576.txt,0.439329936,"Israel-Hamas war: List of key events, day 71",2023,12,16,"Israel-Hamas war: List of key events, day 83",2023,12,28
2023-12-23_1638.txt,2023-12-28_1576.txt,0.437692333,"Israel-Hamas war: List of key events, day 78",2023,12,23,"Israel-Hamas war: List of key events, day 83",2023,12,28
2023-10-20_2978.txt,2023-12-28_1576.txt,0.445181361,"Israel-Hamas war: List of key events, day 14",2023,10,20,"Israel-Hamas war: List of key events, day 83",2023,12,28
2023-10-16_3104.txt,2023-12-28_1576.txt,0.442205592,"Israel-Hamas war: List of key events, day 10",2023,10,16,"Israel-Hamas war: List of key events, day 83",2023,12,28
2023-11-25_2097.txt,2023-12-28_1576.txt,0.441321103,"Israel-Hamas war: List of key events, day 50",2023,11,25,"Israel-Hamas war: List of key events, day 83",2023,12,28
2023-10-22_2929.txt,2023-12-28_1576.txt,0.439567262,"Israel-Hamas war: List of key events, day 16",2023,10,22,"Israel-Hamas war: List of key events, day 83",2023,12,28
2023-11-23_2145.txt,2023-12-28_1576.txt,0.438187392,"Israel-Hamas war: List of key events, day 48",2023,11,23,"Israel-Hamas war: List of key events, day 83",2023,12,28
2023-12-08_1870.txt,2023-12-28_1576.txt,0.447107758,"Israel-Hamas war: List of key events, day 63",2023,12,8,"Israel-Hamas war: List of key events, day 83",2023,12,28
2023-12-13_1786.txt,2023-12-28_1576.txt,0.446282593,"Israel-Hamas war: List of key events, day 68",2023,12,13,"Israel-Hamas war: List of key events, day 83",2023,12,28
2023-12-11_1819.txt,2023-12-28_1576.txt,0.437940621,"Israel-Hamas war: List of key events, day 66",2023,12,11,"Israel-Hamas war: List of key events, day 83",2023,12,28
2023-12-12_1802.txt,2023-12-28_1576.txt,0.411377638,"Israel-Hamas war: List of key events, day 67",2023,12,12,"Israel-Hamas war: List of key events, day 83",2023,12,28
2023-10-21_2944.txt,2023-12-28_1576.txt,0.415231277,"Israel-Hamas war: List of key events, day 15",2023,10,21,"Israel-Hamas war: List of key events, day 83",2023,12,28
2023-10-25_2866.txt,2023-12-28_1576.txt,0.4496417,"Israel-Hamas war: List of key events, day 19",2023,10,25,"Israel-Hamas war: List of key events, day 83",2023,12,28
2023-11-24_2124.txt,2023-12-28_1576.txt,0.41386489,"Israel-Hamas war: List of key events, day 49",2023,11,24,"Israel-Hamas war: List of key events, day 83",2023,12,28
2023-10-23_2913.txt,2023-12-28_1576.txt,0.438726832,"Israel-Hamas war: List of key events, day 17",2023,10,23,"Israel-Hamas war: List of key events, day 83",2023,12,28
2023-12-15_1750.txt,2023-12-28_1576.txt,0.418301599,"Israel-Hamas war: List of key events, day 70",2023,12,15,"Israel-Hamas war: List of key events, day 83",2023,12,28
2023-10-10_3253.txt,2023-12-28_1576.txt,0.436205076,"Israel and Hamas war: List of key events, day 4 after surprise attack",2023,10,10,"Israel-Hamas war: List of key events, day 83",2023,12,28
2023-12-18_1701.txt,2023-12-28_1576.txt,0.413904269,"Israel-Hamas war: List of key events, day 73",2023,12,18,"Israel-Hamas war: List of key events, day 83",2023,12,28
2023-10-24_2887.txt,2023-12-28_1576.txt,0.438902166,"Israel-Hamas war: List of key events, day 18",2023,10,24,"Israel-Hamas war: List of key events, day 83",2023,12,28
2023-11-17_2269.txt,2023-12-28_1576.txt,0.429562797,"Israel-Hamas war: List of key events, day 42",2023,11,17,"Israel-Hamas war: List of key events, day 83",2023,12,28
2023-10-18_3040.txt,2023-12-28_1576.txt,0.448942603,"Israel-Hamas war: List of key events, day 12",2023,10,18,"Israel-Hamas war: List of key events, day 83",2023,12,28
2023-10-31_2703.txt,2023-12-28_1576.txt,0.445566104,"Israel-Hamas war: List of key events, day 25",2023,10,31,"Israel-Hamas war: List of key events, day 83",2023,12,28
2023-10-26_2839.txt,2023-12-28_1576.txt,0.443879234,"Israel-Hamas war: List of key events, day 20",2023,10,26,"Israel-Hamas war: List of key events, day 83",2023,12,28
2023-10-17_3067.txt,2023-12-28_1576.txt,0.413043532,"Israel-Hamas war: List of key events, day 11",2023,10,17,"Israel-Hamas war: List of key events, day 83",2023,12,28
2023-11-10_2439.txt,2023-12-28_1576.txt,0.443219325,"Israel-Hamas war: List of key events, day 35",2023,11,10,"Israel-Hamas war: List of key events, day 83",2023,12,28
2023-12-04_1939.txt,2023-12-28_1576.txt,0.448603216,"Israel-Hamas war: List of key events, day 59",2023,12,4,"Israel-Hamas war: List of key events, day 83",2023,12,28
2023-11-15_2325.txt,2023-12-28_1576.txt,0.444326117,"Israel-Hamas war: List of key events, day 40",2023,11,15,"Israel-Hamas war: List of key events, day 83",2023,12,28
2023-12-20_1679.txt,2023-12-28_1576.txt,0.443859522,"Israel-Hamas war: List of key events, day 75",2023,12,20,"Israel-Hamas war: List of key events, day 83",2023,12,28
2023-12-25_1615.txt,2023-12-28_1576.txt,0.441155097,"Israel-Hamas war: List of key events, day 80",2023,12,25,"Israel-Hamas war: List of key events, day 83",2023,12,28
2023-10-21_2952.txt,2023-12-28_1576.txt,0.301559092,"Russia-Ukraine war: List of key events, day 605",2023,10,21,"Israel-Hamas war: List of key events, day 83",2023,12,28
2023-12-22_1650.txt,2023-12-28_1576.txt,0.439713542,"Israel-Hamas war: List of key events, day 77",2023,12,22,"Israel-Hamas war: List of key events, day 83",2023,12,28
2023-10-12_3205.txt,2023-12-28_1576.txt,0.304026283,"Israel-Hamas war: List of key events, day 6",2023,10,12,"Israel-Hamas war: List of key events, day 83",2023,12,28
2023-10-11_3228.txt,2023-12-28_1576.txt,0.387939514,"Israel-Hamas war: List of key events, day 5",2023,10,11,"Israel-Hamas war: List of key events, day 83",2023,12,28
2023-12-26_1600.txt,2023-12-28_1576.txt,0.337089795,"Israel-Hamas war: List of key events, day 81",2023,12,26,"Israel-Hamas war: List of key events, day 83",2023,12,28
2023-12-01_1993.txt,2023-12-29_1566.txt,0.371262071,"Israel-Hamas war: List of key events, day 56",2023,12,1,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-12-03_1954.txt,2023-12-29_1566.txt,0.371262071,"Israel-Hamas war: List of key events, day 58",2023,12,3,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-11-03_2619.txt,2023-12-29_1566.txt,0.407892578,"Israel-Hamas war: List of key events, day 28",2023,11,3,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-11-01_2677.txt,2023-12-29_1566.txt,0.407892578,"Israel-Hamas war: List of key events, day 26",2023,11,1,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-11-08_2496.txt,2023-12-29_1566.txt,0.407892578,"Israel-Hamas war: List of key events, day 33",2023,11,8,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-11-02_2642.txt,2023-12-29_1566.txt,0.407892578,"Israel-Hamas war: List of key events, day 27",2023,11,2,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-11-05_2567.txt,2023-12-29_1566.txt,0.407892578,"Israel-Hamas war: List of key events, day 30",2023,11,5,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-11-07_2521.txt,2023-12-29_1566.txt,0.407892578,"Israel-Hamas war: List of key events, day 32",2023,11,7,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-11-04_2588.txt,2023-12-29_1566.txt,0.407892578,"Israel-Hamas war: List of key events, day 29",2023,11,4,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-11-06_2547.txt,2023-12-29_1566.txt,0.407892578,"Israel-Hamas war: List of key events, day 31",2023,11,6,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-12-09_1850.txt,2023-12-29_1566.txt,0.369248638,"Israel-Hamas war: List of key events, day 64",2023,12,9,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-12-07_1887.txt,2023-12-29_1566.txt,0.369248638,"Israel-Hamas war: List of key events, day 62",2023,12,7,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-12-05_1926.txt,2023-12-29_1566.txt,0.371456117,"Israel-Hamas war: List of key events, day 60",2023,12,5,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-10-13_3166.txt,2023-12-29_1566.txt,0.376542986,"Israel-Hamas war: List of key events, day 7",2023,10,13,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-12-14_1769.txt,2023-12-29_1566.txt,0.388574295,"Israel-Hamas war: List of key events, day 69",2023,12,14,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-11-30_2007.txt,2023-12-29_1566.txt,0.395607379,"Israel-Hamas war: List of key events, day 55",2023,11,30,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-12-16_1730.txt,2023-12-29_1566.txt,0.363587546,"Israel-Hamas war: List of key events, day 71",2023,12,16,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-12-23_1638.txt,2023-12-29_1566.txt,0.362232272,"Israel-Hamas war: List of key events, day 78",2023,12,23,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-10-20_2978.txt,2023-12-29_1566.txt,0.368430159,"Israel-Hamas war: List of key events, day 14",2023,10,20,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-10-16_3104.txt,2023-12-29_1566.txt,0.365967426,"Israel-Hamas war: List of key events, day 10",2023,10,16,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-11-27_2068.txt,2023-12-29_1566.txt,0.366456746,"Israel-Hamas war: List of key events, day 52",2023,11,27,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-11-25_2097.txt,2023-12-29_1566.txt,0.365235426,"Israel-Hamas war: List of key events, day 50",2023,11,25,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-10-22_2929.txt,2023-12-29_1566.txt,0.363783956,"Israel-Hamas war: List of key events, day 16",2023,10,22,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-11-28_2047.txt,2023-12-29_1566.txt,0.44357146,"Israel-Hamas war: List of key events, day 53",2023,11,28,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-11-23_2145.txt,2023-12-29_1566.txt,0.362641981,"Israel-Hamas war: List of key events, day 48",2023,11,23,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-12-06_1903.txt,2023-12-29_1566.txt,0.372752177,"Israel-Hamas war: List of key events, day 61",2023,12,6,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-12-13_1786.txt,2023-12-29_1566.txt,0.369341534,"Israel-Hamas war: List of key events, day 68",2023,12,13,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-12-11_1819.txt,2023-12-29_1566.txt,0.362437754,"Israel-Hamas war: List of key events, day 66",2023,12,11,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-12-12_1802.txt,2023-12-29_1566.txt,0.340454345,"Israel-Hamas war: List of key events, day 67",2023,12,12,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-10-21_2944.txt,2023-12-29_1566.txt,0.3436436,"Israel-Hamas war: List of key events, day 15",2023,10,21,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-10-25_2866.txt,2023-12-29_1566.txt,0.372121516,"Israel-Hamas war: List of key events, day 19",2023,10,25,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-11-24_2124.txt,2023-12-29_1566.txt,0.342512784,"Israel-Hamas war: List of key events, day 49",2023,11,24,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-10-27_2810.txt,2023-12-29_1566.txt,0.371244817,"Israel-Hamas war: List of key events, day 21",2023,10,27,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-10-28_2776.txt,2023-12-29_1566.txt,0.447996867,"Israel-Hamas war: List of key events, day 22",2023,10,28,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-10-19_3010.txt,2023-12-29_1566.txt,0.399503312,"Israel-Hamas war: List of key events, day 13",2023,10,19,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-12-17_1711.txt,2023-12-29_1566.txt,0.387583367,"Israel-Hamas war: List of key events, day 72",2023,12,17,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-11-09_2469.txt,2023-12-29_1566.txt,0.407892578,"Israel-Hamas war: List of key events, day 34",2023,11,9,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-10-23_2913.txt,2023-12-29_1566.txt,0.363088419,"Israel-Hamas war: List of key events, day 17",2023,10,23,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-10-14_3134.txt,2023-12-29_1566.txt,0.396187173,"Israel-Hamas war: List of key events, day 8",2023,10,14,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-10-30_2733.txt,2023-12-29_1566.txt,0.39433648,"Israel-Hamas war: List of key events, day 24",2023,10,30,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-11-20_2218.txt,2023-12-29_1566.txt,0.395607379,"Israel-Hamas war: List of key events, day 45",2023,11,20,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-11-13_2373.txt,2023-12-29_1566.txt,0.398665005,"Israel-Hamas war: List of key events, day 38",2023,11,13,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-11-22_2173.txt,2023-12-29_1566.txt,0.39433648,"Israel-Hamas war: List of key events, day 47",2023,11,22,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-11-16_2301.txt,2023-12-29_1566.txt,0.394991955,"Israel-Hamas war: List of key events, day 41",2023,11,16,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-11-21_2192.txt,2023-12-29_1566.txt,0.396735068,"Israel-Hamas war: List of key events, day 46",2023,11,21,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-10-10_3253.txt,2023-12-29_1566.txt,0.361001425,"Israel and Hamas war: List of key events, day 4 after surprise attack",2023,10,10,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-12-18_1701.txt,2023-12-29_1566.txt,0.342545374,"Israel-Hamas war: List of key events, day 73",2023,12,18,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-11-14_2349.txt,2023-12-29_1566.txt,0.39433648,"Israel-Hamas war: List of key events, day 39",2023,11,14,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-11-12_2389.txt,2023-12-29_1566.txt,0.392071039,"Israel-Hamas war: List of key events, day 37",2023,11,12,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-10-24_2887.txt,2023-12-29_1566.txt,0.363233525,"Israel-Hamas war: List of key events, day 18",2023,10,24,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-11-17_2269.txt,2023-12-29_1566.txt,0.355504304,"Israel-Hamas war: List of key events, day 42",2023,11,17,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-10-18_3040.txt,2023-12-29_1566.txt,0.371542947,"Israel-Hamas war: List of key events, day 12",2023,10,18,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-10-31_2703.txt,2023-12-29_1566.txt,0.368748571,"Israel-Hamas war: List of key events, day 25",2023,10,31,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-10-26_2839.txt,2023-12-29_1566.txt,0.367352525,"Israel-Hamas war: List of key events, day 20",2023,10,26,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-10-17_3067.txt,2023-12-29_1566.txt,0.341833032,"Israel-Hamas war: List of key events, day 11",2023,10,17,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-11-10_2439.txt,2023-12-29_1566.txt,0.366806387,"Israel-Hamas war: List of key events, day 35",2023,11,10,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-12-04_1939.txt,2023-12-29_1566.txt,0.371262071,"Israel-Hamas war: List of key events, day 59",2023,12,4,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-11-15_2325.txt,2023-12-29_1566.txt,0.367722363,"Israel-Hamas war: List of key events, day 40",2023,11,15,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-12-19_1690.txt,2023-12-29_1566.txt,0.391149321,"Israel-Hamas war: List of key events, day 74",2023,12,19,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-12-24_1625.txt,2023-12-29_1566.txt,0.386056859,"Israel-Hamas war: List of key events, day 79",2023,12,24,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-12-20_1679.txt,2023-12-29_1566.txt,0.367336211,"Israel-Hamas war: List of key events, day 75",2023,12,20,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-12-25_1615.txt,2023-12-29_1566.txt,0.36509804,"Israel-Hamas war: List of key events, day 80",2023,12,25,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-12-21_1667.txt,2023-12-29_1566.txt,0.364702827,"Israel-Hamas war: List of key events, day 76",2023,12,21,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-12-28_1576.txt,2023-12-29_1566.txt,0.303130078,"Israel-Hamas war: List of key events, day 83",2023,12,28,"Israel-Hamas war: List of key events, day 84",2023,12,29
2023-12-01_1993.txt,2024-03-31_203.txt,0.341332911,"Israel-Hamas war: List of key events, day 56",2023,12,1,"Israel’s war on Gaza: List of key events, day 177",2024,3,31
2023-12-03_1954.txt,2024-03-31_203.txt,0.341332911,"Israel-Hamas war: List of key events, day 58",2023,12,3,"Israel’s war on Gaza: List of key events, day 177",2024,3,31
2023-11-03_2619.txt,2024-03-31_203.txt,0.375010462,"Israel-Hamas war: List of key events, day 28",2023,11,3,"Israel’s war on Gaza: List of key events, day 177",2024,3,31
2023-11-01_2677.txt,2024-03-31_203.txt,0.375010462,"Israel-Hamas war: List of key events, day 26",2023,11,1,"Israel’s war on Gaza: List of key events, day 177",2024,3,31
2023-11-08_2496.txt,2024-03-31_203.txt,0.375010462,"Israel-Hamas war: List of key events, day 33",2023,11,8,"Israel’s war on Gaza: List of key events, day 177",2024,3,31
2023-11-02_2642.txt,2024-03-31_203.txt,0.375010462,"Israel-Hamas war: List of key events, day 27",2023,11,2,"Israel’s war on Gaza: List of key events, day 177",2024,3,31
